epochs,accuracy,auc,loss,pr_auc,precision,recall,val_accuracy,val_auc,val_loss,val_pr_auc,val_precision,val_recall
143,1.0,1.0,3.580217085924851e-19,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.765015959739685,0.9259259104728699,0.9259259104728699,1.0
144,1.0,1.0,1.1531121033957038e-24,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.765015959739685,0.9259259104728699,0.9259259104728699,1.0
145,1.0,1.0,3.2867650800720353e-28,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.7650158405303955,0.9259259104728699,0.9259259104728699,1.0
146,1.0,1.0,2.471376576034405e-24,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.7650160789489746,0.9259259104728699,0.9259259104728699,1.0
147,1.0,1.0,3.433238940436453e-16,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.765015959739685,0.9259259104728699,0.9259259104728699,1.0
148,1.0,1.0,1.1255771676989781e-17,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.765015959739685,0.9259259104728699,0.9259259104728699,1.0
149,1.0,1.0,3.731315345589792e-08,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.7069233655929565,0.9259259104728699,0.9259259104728699,1.0
150,1.0,1.0,3.9368671263276324e-29,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.7069231271743774,0.9259259104728699,0.9259259104728699,1.0
151,1.0,1.0,4.8496537214077494e-17,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.7069231271743774,0.9259259104728699,0.9259259104728699,1.0
152,1.0,1.0,4.2831541364966484e-20,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.7069231271743774,0.9259259104728699,0.9259259104728699,1.0
153,1.0,1.0,1.4651358849714684e-21,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.7069231271743774,0.9259259104728699,0.9259259104728699,1.0
154,1.0,1.0,6.588615584212467e-27,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.7069231271743774,0.9259259104728699,0.9259259104728699,1.0
